geom_x_y;M2;N_AR
48.8436619227,2.37170298397;718.9593268;12
48.8445990125,2.38605509048;264.4915135;12
48.8323657607,2.35657164747;407.3817928;13
48.8321537979,2.35645630267;132.6440688;13
48.8318083806,2.35765988948;24.9343347;13
48.8317491655,2.35766910704;149.4075376;13
48.8319197199,2.35798360034;28.7747966;13
48.8323967869,2.35894658535;98.8745512;13
48.8323086913,2.35890307072;16.347929;13
48.8317518948,2.35725729998;1.1760297;13
48.8317273156,2.35740706156;8.5326047;13
48.8317435598,2.3570819294;130.69873;13
48.8325822737,2.35968575016;51.0973452;13
48.8269272111,2.36359115826;8.8567167;13
48.8266235362,2.36514875418;62.1746864;13
48.8260904382,2.36535774915;1.3533365;13
48.8258951865,2.36483740106;177.2920348;13
48.8257928474,2.36636125356;72.997861;13
48.8257269195,2.36612102702;56.5073178;13
48.8447201348,2.4081633303;333.7860841;12
48.8438998235,2.40928186304;175.0601418;12
48.84482324,2.41002404352;21.2398472;12
48.8450109956,2.41007806089;31.7393851;12
48.8450562079,2.41181113674;1090.8568746;12
48.8452913257,2.40379051456;9.5623749;12
48.8453247263,2.40376574335;6.9647359;12
48.8454364623,2.40473671712;5.9024362;12
48.8453346869,2.40464706104;7.6400762;12
48.8455455931,2.40439125634;1.0773611;12
48.8453516065,2.40733283308;11.1831104;12
48.8452904363,2.40680417214;1.5980668;12
48.8454583893,2.40827934229;1.8922903;12
48.8453454912,2.40845520139;1.4118438;12
48.8453384656,2.40833563646;144.9730132;12
48.8456450927,2.41533670453;14.1866;12
48.8274501793,2.38453794556;7.7813006;13
48.8275169563,2.3848722269;36.079434;13
48.8274374541,2.38494594201;21.5766514;13
48.8273213717,2.38502568556;83.6161252;13
48.8275635616,2.38501277203;0.3900992;13
48.8273312431,2.38020285711;2.3955788;13
48.8266720152,2.38360395208;3.2419413;13
48.8269062068,2.38273048211;290.05277;13
48.8269253868,2.38300929694;1.4266114;13
48.8269286853,2.38301649546;0.8837971;13
48.826825031,2.37853705517;21.0360829;13
48.8268641953,2.37838528097;32.1379752;13
48.8271276056,2.37853111403;1.0673318;13
48.8272555612,2.37830744436;0.8423982;13
48.8271873571,2.3779879683;257.692229;13
48.8266504399,2.38152624406;0.9480001;13
48.8268198174,2.3814635002;89.1044243;13
48.826987271,2.38142792684;496.533827;13
48.8335192885,2.36080823987;0.0523593;13
48.8210315068,2.34826821941;2.8980004;13
48.8227106656,2.34291808032;4.5516892;13
48.8284525141,2.35590099748;838.6028466;13
48.8215762864,2.36399256822;559.4596763;13
48.8247191705,2.36519954632;132.1345117;13
48.8249305265,2.36520526473;6.3479984;13
48.8253300446,2.36477214312;4.919689;13
48.8250711641,2.36512764821;6.3360012;13
48.8449046204,2.38172865551;26.812541;12
48.8449251714,2.38179536163;15.2510465;12
48.8447648805,2.38221849358;1.3287821;12
48.8454150306,2.38247973216;3.0513767;12
48.8285215477,2.36716280906;6.1015485;13
48.8451744289,2.36952271097;5.002827;12
48.8458288581,2.37523335828;185.0370191;12
48.8460122015,2.3769340496;201.4765751;12
48.8450111601,2.37895705145;17.6721326;12
48.8448387123,2.3780819839;11.3688275;12
48.8450687232,2.37836712456;1.444296;12
48.8454341075,2.38048363203;5.8290002;12
48.8455801982,2.38022291245;30.3349312;12
48.8454954411,2.37995268196;28.4969272;12
48.8455714274,2.38195841383;123.8687407;12
48.8453552716,2.38326350183;89.2292732;12
48.8464362175,2.36822756509;34.5571727;12
48.8457447698,2.36948502013;54.2046786;12
48.8460895053,2.36927540848;73.0274082;12
48.8463473504,2.36900519778;2.3253068;12
48.8457584886,2.37011205794;1.7278829999999998;12
48.8456909628,2.36976347155;2.1989831;12
48.8460181566,2.3702380412;5.8656054;12
48.8457503776,2.37004421419;2.0513814;12
48.8458200209,2.3704843867;3.5500135999999998;12
48.8457577686,2.3704252896;1.2774617;12
48.8461727951,2.37288001628;1.7129717;12
48.8462811924,2.37587408086;118.8863186;12
48.8455443278,2.37589721612;8.0898156;12
48.8459411882,2.37910664873;90.9715832;12
48.8462037665,2.37895736378;2.2732438;12
48.8457746505,2.37980556501;183.2215614;12
48.8461566044,2.37963489479;4.9035684;12
48.846329019,2.38127930482;152.7484131;12
48.8462122076,2.38103669267;53.7517115;12
48.8458942684,2.38027477731;675.023369;12
48.8461242289,2.37995947931;144.8371196;12
48.8460013267,2.38168787511;121.8309012;12
48.8463623701,2.38148096276;154.5184735;12
48.8464450753,2.38134317684;4.7005780999999995;12
48.8460252866,2.38273302215;9.2032954;12
48.8468140518,2.36794614009;83.9344591;12
48.846610486,2.3686584695;6.4999994;12
48.8466749364,2.36807652538;261.0290031;12
48.8463384182,2.36993486495;2.535674;12
48.835059431,2.35211410279;130.9089597;13
48.8343348714,2.35232452719;72.6636957;13
48.8351958068,2.35225794031;1.0083859;13
48.8352379769,2.34197222561;42.7001422;13
48.8358301582,2.34440285582;7.5565014999999995;13
48.8356162743,2.34445193632;252.6325042;13
48.8351174978,2.34175804827;23.1753727;13
48.8350310227,2.34188019643;28.7385123;13
48.8347236665,2.34537033442;271.9079513;13
48.8352281885,2.3456486078;204.344668;13
48.8347192917,2.34515956724;1.880785;13
48.8350965584,2.34760899302;8.4972952;13
48.8351408208,2.34744432822;130.4123745;13
48.8353097076,2.34840519561;1.1539763;13
48.8352272993,2.34789845827;4.8105295;13
48.835163941,2.34793041148;120.8126937;13
48.8353564603,2.34886477143;59.0291316;13
48.8361937087,2.34192808362;78.7733966;13
48.8354779149,2.34499652977;3.9624573;13
48.8358376067,2.34678665884;4.5979108;13
48.8354745561,2.34674068662;18.3011418;13
48.8359327116,2.34710852891;4.7017536;13
48.8362713062,2.34727904791;9.335782;13
48.8362632447,2.34717116663;1.7401984;13
48.8356395654,2.34923408528;42.494658;13
48.8352180683,2.35232369362;1.0982109;13
48.8353432255,2.35188106454;112.3312897;13
48.8283919113,2.34249884055;137.8886031;13
48.8286240521,2.3424939792;41.5280716;13
48.8296159434,2.34566910479;1.9313571;13
48.829987348,2.34472383256;463.7573864;13
48.8284306233,2.34183065201;129.2907617;13
48.8280496054,2.34300641674;10.8460716;13
48.8282729431,2.34429425826;11.8799979;13
48.8283091341,2.3470331758;220.3967387;13
48.8285023269,2.34676991209;559.1226928;13
48.8279345365,2.34602534212;37.3789781;13
48.8280976785,2.3465871498;1.5613339;13
48.828240254,2.34831349102;46.7880238;13
48.8281376566,2.34832735161;12.0944485;13
48.8282957908,2.34811081585;2.31642;13
48.8449357368,2.41506640947;242.1767428;12
48.8449151378,2.41491188291;16.1200847;12
48.84420398,2.40452816342;79.0424941;12
48.8283588072,2.34887315938;40.9227503;13
48.8282453963,2.34865588037;28.1572934;13
48.8278785174,2.34898554928;15.4783049;13
48.844359046,2.40422108924;5.6116466;12
48.8440067736,2.40414934395;43.4744463;12
48.8449820537,2.40475757844;120.8167497;12
48.8444860037,2.40443672418;24.9508375;12
48.8445469493,2.40444172746;42.837963;12
48.8447614404,2.40753268502;117.6638744;12
48.8442362477,2.40795544304;113.6581493;12
48.8360006701,2.3847468504;119.7792058;12
48.8364644306,2.38517613609;9.0884333;12
48.8356557267,2.38415902831;25.1847428;12
48.8352328146,2.3847871755;603.114071;12
48.8350449579,2.38522890305;0.6213425;12
48.8347331065,2.38629346118;3.8476896;12
48.8345460502,2.38583233312;2.5716745999999997;12
48.8351913721,2.38653938704;5.4759351;12
48.835092204,2.38667205952;2.5213196;12
48.8352085483,2.38572333828;32.199396899999996;12
48.8362115242,2.38563781861;2.4402888;12
48.8349844203,2.38805179121;2.5161944;12
48.8351437704,2.38762398724;7.7662972;12
48.8348674164,2.38721242228;172.0869011;12
48.8349337853,2.38746584832;1.8991441999999998;12
48.8349855614,2.38784307502;7.2899494;12
48.8360853704,2.38737801653;86.3643357;12
48.8360409355,2.38760118039;36.0909495;12
48.8365108746,2.38785871265;240.4422656;12
48.8278980619,2.35289788242;105.3979375;13
48.8282999364,2.35321822899;29.9641142;13
48.828205075,2.35343811881;21.3334526;13
48.8273637427,2.35448419307;199.7626834;13
48.8279327796,2.35544560203;1.0071163;13
48.8274652579,2.3551847885;2.7549964;13
48.8862997087,2.29202402074;3.1149987;17
48.8874714936,2.28804818594;14.5704059;17
48.887128368,2.28782001108;0.826881;17
48.8872598243,2.29207277199;335.6112537;17
48.8882654429,2.28960389269;0.2350795;17
48.8884860255,2.29071902608;724.0251617;17
48.8886551421,2.29030663965;78.3905442;17
48.8886994518,2.29029346942;29.1488859;17
48.8489157752,2.26175352302;2.4396522;16
48.848717979,2.26225913106;186.7752491;16
48.8486887108,2.26263416933;3.3475916;16
48.8489118784,2.26213417699;71.9809716;16
48.8489750218,2.26253294791;19.2527953;16
48.8487527617,2.2743942341;3.633848;16
48.8488873931,2.27338499701;262.3629525;16
48.848897516,2.27356077826;26.1297785;16
48.8486727085,2.27450921646;56.098644;16
48.8493553785,2.26944808931;223.0077018;16
48.8493732528,2.27067527919;36.2830923;16
48.849591281,2.26186531813;12.1836979;16
48.8495548516,2.26137495772;370.6463139;16
48.8495545826,2.2628752575;78.5827212;16
48.8496032975,2.26290845133;14.4795867;16
48.8489577714,2.26329908411;107.8884395;16
48.8489621434,2.26443067087;22.7695649;16
48.8492306959,2.26510924583;7.6442232;16
48.8491236293,2.27111986536;29.3054543;16
48.8494003522,2.27001417298;13.1980985;16
48.8490282117,2.27237125856;88.7591923;16
48.8496606397,2.27384591501;5.1323618;16
48.8485718759,2.27325144586;24.949039;16
48.8497863803,2.27443945955;29.8676583;16
48.8491195271,2.27420244795;71.4204159;16
48.8496847473,2.27486112702;97.4860445;16
48.8492530006,2.27631602223;134.5733857;16
48.8496182809,2.25900252904;9.5619159;16
48.8500340647,2.26536235632;0.8200006999999999;16
48.8499429775,2.26517423895;0.8844453;16
48.8496990072,2.26521127455;88.6856227;16
48.8497894991,2.26537890428;91.7731569;16
48.8501471059,2.2659334016;293.0164319;16
48.8497456387,2.26626739407;32.3900384;16
48.8500354219,2.26650850376;2.7544621;16
48.8501563005,2.2676036948;1.6633773;16
48.8499433342,2.26843606476;213.4709708;16
48.8496708732,2.26791333988;7.706858;16
48.8499708984,2.26895767324;638.5330267;16
48.8499122923,2.26974977774;10.3802742;16
48.8499972092,2.27087732996;2.1000007;16
48.8495887036,2.26895187369;125.1689474;16
48.8496346617,2.2707440268;280.5934277;16
48.8471807399,2.26553799489;122.0065689;16
48.8466888379,2.27333097436;231.9561079;16
48.8465473678,2.27366722125;210.3194299;16
48.8465089451,2.27372591464;21.0392353;16
48.8469187487,2.27380134903;600.0630694;16
48.8470242999,2.27405410505;477.8891624;16
48.8476037357,2.2607006443;85.6797627;16
48.8471389488,2.26384868527;416.5930443;16
48.8474009426,2.26662360345;5.1204352;16
48.8473952883,2.26597655742;3.9073437;16
48.84762286,2.26736201183;120.7726818;16
48.8476941589,2.26765955668;61.9150618;16
48.8477018413,2.2677154932;17.1713496;16
48.8472611377,2.26819603302;2.9288639;16
48.8471890291,2.26798314362;212.5841148;16
48.847307486,2.26841302342;69.5538197;16
48.8473180895,2.27287436878;211.0089535;16
48.8473756909,2.27280204144;16.1986386;16
48.847224589,2.2738528819;1.3868945;16
48.8478554342,2.2662189354;19.264257399999998;16
48.8475649569,2.2626800112;6.6948439;16
48.8479398825,2.26619349774;12.0569498;16
48.8481714761,2.26636489847;2.6125251;16
48.8479697036,2.26608889744;80.0056057;16
48.8481092796,2.26656993124;12.7404724;16
48.847645347,2.26662520608;458.5957261;16
48.8479209999,2.26709212503;14.0529624;16
48.8479082676,2.26845988159;9.7547445;16
48.8476278465,2.26881170233;2.7590591;16
48.8476245208,2.26872863813;2.230716;16
48.8480569534,2.26935430122;30.4732633;16
48.8479212101,2.27003177287;147.6179282;16
48.8474891568,2.27196762551;146.6508445;16
48.8475130187,2.27220454872;37.7585419;16
48.8480780761,2.2619911147;8.7808978;16
48.8483330328,2.26317113301;57.7034731;16
48.8482728515,2.26288886216;4.0070064;16
48.8481949026,2.26341480706;249.2111499;16
48.848058658,2.26252761004;0.7589680999999999;16
48.8481733072,2.26248906902;215.6570339;16
48.8828236458,2.31810496536;26.7158916;17
48.8827770944,2.31850487196;4.1241735;17
48.8823065922,2.31990206809;11.7252032;17
48.8823175719,2.31982365226;2.7094062;17
48.8825568763,2.31959357506;6.1954188;17
48.8828110885,2.31921943264;3.8581745;17
48.8828081497,2.31939967055;2.5171723999999998;17
48.8829707017,2.32168171779;95.1711;17
48.8825239838,2.3210852016;1.3340271;17
48.8831390178,2.31482869795;133.7840637;17
48.8830813853,2.3150618526;18.2512338;17
48.8831365053,2.31546035735;10.0755862;17
48.883209452,2.31562447075;1.3431685;17
48.8826297163,2.31589680384;27.1513211;17
48.8834334346,2.31613448445;6.5559497;17
48.8832606102,2.31623943666;4.6224635;17
48.8826248248,2.31605648043;65.1930105;17
48.8826726491,2.31599151795;0.9861563999999999;17
48.8827986309,2.31591617792;59.5953746;17
48.8829165551,2.31589637303;119.5836888;17
48.8828320755,2.31598877197;39.246255;17
48.8831344426,2.31660605361;66.7382137;17
48.8829443604,2.316362028;1.1224125;17
48.8831798885,2.31816773667;1.7422923;17
48.8833833006,2.32001351819;63.7200469;17
48.8833317518,2.32080193319;9.7155145;17
48.8833850891,2.3225270871;274.1544835;17
48.883027434,2.3219261155;5.529889;17
48.8834170373,2.31469775134;185.2803334;17
48.883346772,2.31490487742;207.8176798;17
48.883695808,2.31425361994;8.9358684;17
48.8837415753,2.31547928047;0.9773038;17
48.8838341747,2.31540505708;5.4121225;17
48.8836896107,2.31480856232;72.0171343;17
48.8838036433,2.31649644687;110.4217989;17
48.8837903284,2.3164678302;1.4158274;17
48.8841352405,2.3180306328;7.3454687;17
48.8855049217,2.33296660728;3.4545561;18
48.8857272133,2.33319955994;149.1568341;18
48.8860435037,2.33508226797;94.2208923;18
48.8859549856,2.33553201486;123.6968056;18
48.8857864123,2.33570199309;18.8049117;18
48.8855356879,2.33487617737;71.3839383;18
48.8858362167,2.33554904055;1.4425823;18
48.8857960139,2.33527453784;73.0174994;18
48.8859541427,2.33657002891;9.7797884;18
48.8858673862,2.33588701744;10.1296981;18
48.8857136686,2.33619293005;5.6845654;18
48.8858064375,2.33680067422;204.6623131;18
48.8856823999,2.33650969717;67.5640453;18
48.8856348846,2.33675766892;79.1487109;18
48.8856199054,2.3376249186;1.2982791;18
48.8864610424,2.32658857756;57.0430215;18
48.886553012,2.32759385828;4.0800004;18
48.8863890143,2.32857668292;2.8843180999999998;18
48.8862619638,2.33383867959;17.1029343;18
48.8861070922,2.33329695009;69.2658663;18
48.8863443997,2.3338312153;71.7310111;18
48.8864079881,2.33330623536;1.3035008;18
48.8864128541,2.33516187338;24.0822616;18
48.8862309467,2.33491290552;60.1326634;18
48.8866584883,2.33552119333;11.5275348;18
48.8867253169,2.33496595877;82.8522739;18
48.8864864676,2.33613878914;182.7435968;18
48.8860111539,2.33581986551;2.5053562;18
48.8861990511,2.33678036902;6.3595966;18
48.8861824166,2.33667722769;93.490926;18
48.8419209766,2.25760752538;7.2732419;16
48.8864939032,2.33848202099;44.1651781;18
48.8866299535,2.33836307783;108.4940353;18
48.886575619,2.3384035174;2.1101492;18
48.8427576494,2.25918189702;12.547494799999999;16
48.8425023502,2.25936826783;248.2694417;16
48.8415387426,2.25833066739;5.4577435;16
48.8418332442,2.25945168355;3.6671019;16
48.8420562515,2.25808757697;2.3449988;16
48.842857949,2.25937856632;27.9153516;16
48.8419063367,2.25941343004;165.3780911;16
48.8421706801,2.25990683721;477.9654506;16
48.8423426083,2.26080670936;128.5104603;16
48.8420150396,2.26051841233;685.9314665;16
48.8427105194,2.26025989321;6.6491742;16
48.8422063605,2.26132062044;217.3532075;16
48.841601321,2.2605654989;31.8878885;16
48.8416134132,2.26227027514;1258.4989216;16
48.8428000677,2.25543279207;5.8440329;16
48.8443409076,2.26078482128;3.5237387;16
48.8439761625,2.2628553398;4.2853685;16
48.8442938684,2.26297459511;235.1030401;16
48.8438505594,2.26359267984;52.4669186;16
48.8446865693,2.26439626492;8.1898798;16
48.8449187672,2.26432261396;118.7382919;16
48.8445407539,2.2656180979;8.0280828;16
48.8445074696,2.26500937675;84.5120569;16
48.8451195691,2.2596107601;1.4297152;16
48.8446382769,2.25908399842;52.2090542;16
48.8445759266,2.26099988829;130.3010368;16
48.8448388476,2.26119097155;28.5014523;16
48.8446776751,2.26038280931;402.6749277;16
48.8449740137,2.26152630717;1.9760013;16
48.8450964717,2.26071452185;517.7314232;16
48.8455204143,2.26311652357;4.6448495;16
48.8453576903,2.26261596637;273.0511939;16
48.8450386708,2.26188169885;0.6639978;16
48.8446297189,2.26320398603;83.9611083;16
48.8449736329,2.27201678497;20.7399802;16
48.8449365717,2.27203459684;7.0236525;16
48.8449141838,2.27187066704;32.8278928;16
48.8450735852,2.27235855677;3.3725017;16
48.8450509718,2.26378430862;102.4373125;16
48.8450865902,2.26436790198;2.2999985;16
48.8451301297,2.25890773798;36.5576803;16
48.8923292816,2.30430947163;9.7165433;17
48.8922540345,2.30418147197;8.9155028;17
48.8922740496,2.30419812515;1.8830866;17
48.8923585244,2.30506371342;43.8901855;17
48.8921922927,2.30521963808;1.2447683;17
48.8921437006,2.30489378533;75.3514701;17
48.8925542781,2.30492946038;15.6331654;17
48.891760046,2.30608431169;3.0463373;17
48.891802808,2.30618496051;14.6446616;17
48.8925866751,2.30391952367;10.8633998;17
48.89286094,2.30433876003;16.9450116;17
48.8928285083,2.30439332093;11.4087829;17
48.8927481482,2.30428736532;0.0357009;17
48.8793086502,2.30087683862;7.312831;17
48.8797261892,2.30138581608;4.5421966000000005;17
48.8792208242,2.30024998617;3.0645216;17
48.8791593615,2.3007221171;40.4808228;17
48.8794973221,2.29992476339;86.536215;17
48.8797943056,2.29991420074;1.6152533;17
48.879616283,2.30202416118;233.7827956;17
48.8796794469,2.30232518262;4.3441706;17
48.879463975,2.30297900723;6.1732301;17
48.8797805749,2.30278217113;52.2826759;17
48.8799435897,2.30185825704;4.9064979;17
48.8802215292,2.29939385958;1.9417963;17
48.8802075657,2.29937413907;3.2313937;17
48.880098726,2.30057618947;4.0171464;17
48.8800249008,2.30077104099;1.9759900000000001;17
48.8802550869,2.30143605023;2.0860607;17
48.8801130452,2.30261016281;2.3999989;17
48.8799825733,2.30253767882;112.0009316;17
48.8801113625,2.30277889655;8.9539255;17
48.8805445953,2.3038511667;45.8521071;17
48.8802969764,2.30357398293;489.3938013;17
48.8801107495,2.3051173428;2.0216997;17
48.880113148,2.30044424453;305.2545628;17
48.8805484149,2.30137394417;32.6833426;17
48.8870910332,2.33822499913;87.5024821;18
48.8879776707,2.32625149458;127.3323443;18
48.8881988812,2.33366012407;1.5579557;18
48.8880927825,2.33574111928;9.1418834;18
48.8879478626,2.33605145393;10.2325092;18
48.8883719929,2.33258488762;28.6248786;18
48.8882231069,2.33463485253;39.8327505;18
48.8881195741,2.3345322535;1.6183678000000001;18
48.888323568,2.33417534267;1.5250015000000001;18
48.8884257132,2.33445370276;298.9590489;18
48.8890450829,2.3348505078;4.5886882;18
48.8883538877,2.33515697289;28.6346287;18
48.8883796097,2.33513999685;1.9664039999999998;18
48.8882531131,2.33605731619;10.6026267;18
48.888892556,2.33711038328;221.9127575;18
48.8887188015,2.32616487862;2.0269874;18
48.8885952045,2.32612316468;1.9777532;18
48.8891949663,2.33238954396;64.4029698;18
48.8891325337,2.33195024689;3.860702;18
48.8889064556,2.33238622496;36.7069831;18
48.8894797648,2.33181569354;5.7157149;18
48.889057594,2.33361724292;505.6445387;18
48.8888950626,2.33309509066;149.8561483;18
48.8888791436,2.33382129807;389.086318;18
48.8885944776,2.33597161654;68.1873165;18
48.8884751744,2.33647998127;201.8775497;18
48.8885767457,2.33663212498;1.2765012;18
48.8389559689,2.26199889251;1.1454345;16
48.8389793684,2.26186558542;101.2710391;16
48.8388090991,2.26214444247;101.4441772;16
48.8388687692,2.26394216761;9.3638599;16
48.8391367815,2.26351140857;19.1693257;16
48.8391338956,2.26340605095;1.3825218;16
48.8394955116,2.26406795527;65.7001604;16
48.8393780694,2.2642919847;4.6799983;16
48.8389215556,2.26604032755;1.8899998999999998;16
48.8410572032,2.25597235451;1.9749992;16
48.8407895726,2.25650688094;205.4212076;16
48.840384746,2.25606323731;2.0499992;16
48.8404440525,2.26084025096;50.3756418;16
48.8403723047,2.26120576423;2.2796728;16
48.8404509527,2.26108009675;207.793404;16
48.8404823038,2.26127835621;2.3251846;16
48.839791393,2.2613153639;94.7842093;16
48.84017508,2.26142810742;1.16517;16
48.8400725842,2.26332489092;47.8643374;16
48.8400128911,2.26412069946;101.9639187;16
48.8401822801,2.26437935223;21.9651334;16
48.8398945642,2.26541838319;1.5124998;16
48.8397580964,2.26580738378;1.8249997;16
48.8402271344,2.26508570435;1.3119093;16
48.8817773059,2.30014349009;3.8846931;17
48.8818741643,2.30010470342;4.1111533;17
48.8818419328,2.30006231152;2.5473952;17
48.8817466776,2.30158830912;12.7068815;17
48.8817469718,2.30138661393;3.9779035;17
48.8814012326,2.30185547466;64.5029979;17
48.8816458001,2.30202109872;293.573619;17
48.8818243228,2.30198977868;2.3706514;17
48.8814822126,2.3035259284;241.4614427;17
48.881783216,2.30402257143;5.5036108;17
48.8818566749,2.30488189354;215.8853752;17
48.8815714902,2.30512262756;11.5774943;17
48.8815734726,2.30489620638;0.9788929;17
48.8812721574,2.30579979261;84.0588366;17
48.881584824,2.30704742531;7.6140895;17
48.8815940513,2.30643175921;226.4760682;17
48.8821638771,2.30733879971;19.8042596;17
48.8822117081,2.30631972701;109.9790225;17
48.8818518387,2.30780091446;10.8799986;17
48.8815251945,2.31011436168;28.6578147;17
48.8817838451,2.3095135096;4.4635678;17
48.8818721151,2.31175850991;1.2228069;17
48.8818631572,2.31212016398;47.5060027;17
48.8818759203,2.31171483411;3.4164345;17
48.8816345731,2.31261292991;259.4335724;17
48.8818216832,2.31278375756;28.4174576;17
48.8814079236,2.31457177389;45.4649081;17
48.8817492989,2.31563095875;12.8470861;17
48.8810123505,2.29874025997;5.5019564;17
48.8813093763,2.2982359106;365.7310666;17
48.881523032,2.28432914653;38.0919021;17
48.8818227556,2.2842972248;94.5526809;17
48.8816706494,2.2849723223;5.3125017;17
48.8816355411,2.28621780075;1.807723;17
48.8814793898,2.28719389994;1.7521371000000001;17
48.8817156392,2.2878555539;63.4667557;17
48.8814245466,2.28879026111;147.4195468;17
48.8816979081,2.28873260924;177.1539333;17
48.8817562967,2.2907895871;8.3202748;17
48.8815387642,2.29299234584;5.1815324;17
48.8811745144,2.29645116799;169.1013327;17
48.882165152,2.29709004631;3.8913133;17
48.8827260542,2.28601031767;2.100001;17
48.8829669674,2.28596095003;35.5545686;17
48.8823625032,2.28485587311;3.0562436;17
48.8821295534,2.28420010343;41.5795188;17
48.8821352895,2.28435361493;684.9979569;17
48.8826663833,2.2865351687;0.9199997999999999;17
48.8821415876,2.2880040663;200.9082316;17
48.8822490763,2.28818833547;3.6675129;17
48.8827905756,2.28805629876;7.3842734;17
48.8820288252,2.28918338526;24.8494416;17
48.8821561234,2.2894760435;2.7449417;17
48.8826229546,2.28906429136;78.0653511;17
48.8826094035,2.28969880346;25.9862847;17
48.8827311176,2.29063379009;1.238283;17
48.882240014,2.28996818915;35.6943254;17
48.8826688146,2.28983471735;2.1028115;17
48.8823935516,2.29000107999;26.4248922;17
48.8820467756,2.29111063532;10.8911089;17
48.8824290954,2.29188448791;18.299999;17
48.8827070374,2.29177481923;424.0945561;17
48.8820710442,2.29355074488;224.4902122;17
48.8821245468,2.29321450625;18.5564623;17
48.8827131984,2.29364811749;110.1521111;17
48.8823683491,2.2952290903;19.0200818;17
48.8826085826,2.29643831721;2.2;17
48.8709543261,2.28607852476;1.9973641999999998;16
48.8703699565,2.29722925693;32.1589105;16
48.8699676844,2.29680334608;54.2201152;16
48.8694991848,2.2962898232;32.9730951;16
48.8693582481,2.29667161283;4.6258826;16
48.8823367659,2.29580788384;154.9204213;17
48.8818924113,2.29758522914;117.9182775;17
48.8709444072,2.28529922229;177.7437151;16
48.8707572293,2.28854459807;385.8116665;16
48.8707218565,2.28837563733;210.8081103;16
48.8705109852,2.28682960021;437.7691986;16
48.8704367056,2.28546632626;314.9440812;16
48.870691442,2.29003835372;232.9378507;16
48.8705732054,2.29215254248;493.244608;16
48.8712962563,2.29372933709;229.2363918;16
48.8708761965,2.29357924512;13.0549333;16
48.8707470117,2.29243368242;7.6030604;16
48.8712183035,2.2912147108;29.5932649;16
48.8708929842,2.29663088323;1.2706061;16
48.8712199314,2.29499651927;33.3079673;16
48.8713732036,2.29632402683;66.9580647;16
48.871578083,2.28563399283;42.3029827;16
48.8709179868,2.28641577132;381.5402676;16
48.8714362367,2.28617081386;12.0231055;16
48.8719022868,2.28673550604;317.9735456;16
48.8717814739,2.28913548618;2.9206278;16
48.8714612527,2.28815056939;378.3957418;16
48.8715163483,2.28730372994;39.9108432;16
48.8716343374,2.2905112012;249.2568492;16
48.8715435049,2.29296633436;55.2735133;16
48.8722653806,2.29307364048;101.6973891;16
48.8715849003,2.29211033526;15.610175;16
48.8714174226,2.29027112098;419.23305;16
48.8716450207,2.29447039894;39.0639139;16
48.8714424974,2.29401882662;11.3159913;16
48.8720170418,2.29346042142;67.68907659999999;16
48.8717760331,2.28833824966;174.0161109;16
48.8883929614,2.33752946407;23.6931001;18
48.8686753324,2.29016996347;30.7715179;16
48.8677188512,2.27739816669;38.0084081;16
48.8677912799,2.27761840175;99.9400009;16
48.867607533,2.2775185018;95.7168875;16
48.8679459979,2.27800946346;40.5382195;16
48.8685934002,2.2744567171;17.446528700000002;16
48.8674166747,2.27938918516;11.2878304;16
48.8677867695,2.27894495271;37.3396012;16
48.8680978145,2.280482398;97.5398001;16
48.8687962454,2.27509903553;7.8744533;16
48.8687170518,2.27515435837;4.4634137;16
48.8687818734,2.27472290443;149.6720436;16
48.868293332,2.27775840591;83.5770957;16
48.8682802038,2.27794177159;16.3726583;16
48.8682013753,2.2778089721;12.6971041;16
48.8686740342,2.27786865162;10.0151069;16
48.8686465884,2.27811602257;131.0231417;16
48.8685468236,2.27895713081;110.4983301;16
48.8689447995,2.28064017735;5.4657571;16
48.8689449855,2.28176617209;5.0830848;16
48.8690218066,2.28182484105;8.1529063;16
48.8689626002,2.2821331589;2.4712488;16
48.868904224,2.28173581151;0.9916708999999999;16
48.8684602688,2.2817928259;7.0612201;16
48.8683352907,2.2817621209;163.3968596;16
48.8689270202,2.28293531703;4.6475334;16
48.8690317644,2.28335779904;272.2577204;16
48.869523265,2.27608573581;12.221764;16
48.869685655,2.27866229075;6.4325935;16
48.8697781345,2.2784262337;4.8140976;16
48.8693352963,2.2796530428;167.6617376;16
48.8692287033,2.27937849729;131.5359883;16
48.8689597346,2.28144309934;9.358107799999999;16
48.8697798437,2.28167458397;26.304093;16
48.8695335162,2.28163579937;1.6446523;16
48.8694776929,2.28286922931;22.4170053;16
48.8698463914,2.28347936928;268.8621864;16
48.8724520575,2.2723287142;15.6881167;16
48.870550338,2.27654028419;95.74104320000001;16
48.8707896585,2.27660749862;19.3007132;16
48.8703500649,2.27648389131;356.6020518;16
48.8698168222,2.2759529956;205.4416106;16
48.870641129,2.27818849642;334.2675566;16
48.8996739495,2.36917554477;2.6349997;18
48.8721528909,2.29170902131;4.0013679;16
48.8718034229,2.29115614145;83.3645692;16
48.8716682777,2.28924487629;3.1673064;16
48.8723336178,2.29243610613;117.6651779;16
48.8729725267,2.29234269909;8.3919236;16
48.8738851429,2.29247442662;1.7981278;16
48.8722745772,2.2924614065;4.8247384;16
48.87284024,2.29229504437;230.0805392;16
48.8724587852,2.29488534381;427.8931369;16
48.872694189,2.29333078451;1.5605907;16
48.8725809082,2.29346436108;63.3532186;16
